39530487,"[39530487, 39709991]"
39531536,[39531536]
39532367,"[39409650, 39450669, 39460148, 39483482, 39487341, 39532367, 39557188, 39609336, 39662721]"
39532650,[39532650]
39532754,"[39471221, 39493770, 39510147, 39520776, 39532754, 39601538, 39604590]"
39534574,"[39439655, 39534574, 39559281]"
39534937,"[39488836, 39534937]"
39535800,"[39443965, 39471388, 39479478, 39487124, 39499207, 39501982, 39511477, 39535800, 39675054]"
39535969,"[39440808, 39535969]"
39537448,"[39444282, 39537448]"
39537543,"[39416602, 39428409, 39444500, 39460148, 39528134, 39537543, 39570692, 39630985, 39636470]"
39538425,[39538425]
39538670,"[39426631, 39435320, 39519894, 39534574, 39537448, 39538670, 39560862, 39586828, 39604600, 39604745, 39637487]"
39538800,"[39465230, 39474909, 39538800, 39702568, 39704914]"
39539252,"[39428609, 39501281, 39539252]"
39540738,"[39416602, 39540738, 39705788]"
39540886,"[39470381, 39532650, 39540886]"
39543291,"[39438908, 39443679, 39467885, 39470381, 39478551, 39489920, 39501281, 39509379, 39530113, 39532650, 39540886, 39543291, 39548088, 39564632, 39676767, 39687132]"
39544286,[39544286]
39544498,[39544498]
39545676,"[39442429, 39540738, 39545676, 39562467]"
39547109,[39547109]
39547940,"[39510147, 39547940]"
39548088,[39548088]
39548410,"[39467132, 39532650, 39548410, 39572858]"
39549194,"[39432876, 39529775, 39549194]"
39549486,"[39457875, 39494925, 39502276, 39549486]"
39551064,"[39511676, 39551064, 39578501]"
39554539,"[39510147, 39547940, 39554539]"
39557188,"[39447041, 39557188]"
39559281,"[39438908, 39478551, 39502276, 39559281, 39683455]"
39559318,"[39543291, 39559318]"
39559411,"[39452494, 39516927, 39522348, 39559411, 39577878, 39625919, 39631139, 39633172, 39686585, 39690363, 39690917, 39710454]"
39559966,[]
39560033,"[39462516, 39532754, 39548088, 39560033, 39692801]"
39560705,"[39409535, 39476074, 39487341, 39488836, 39504715, 39508046, 39534937, 39548410, 39560033, 39560705, 39584654, 39706330]"
39560862,"[39491863, 39544286, 39560862, 39633172, 39662698]"
39560887,"[39528726, 39560887]"
39561021,"[39480407, 39561021]"
39561356,[39561356]
39562467,[39562467]
39562530,[39562530]
39562760,[39562760]
39562986,[39562986]
39563618,"[39418412, 39428409, 39508257, 39563618, 39589924, 39606464, 39669167]"
39564632,"[39420453, 39442273, 39443679, 39564632]"
39566732,"[39429370, 39566732]"
39566766,"[39453660, 39530203, 39540738, 39566766, 39681920]"
39567597,[]
39568728,"[39476074, 39509379, 39568728, 39585207]"
39570692,"[39460148, 39570692, 39662721, 39710454]"
39571308,"[39440179, 39571308, 39688545]"
39572858,"[39502276, 39530113, 39572858]"
39573093,[39573093]
39575803,"[39516007, 39575803, 39598903, 39669167]"
39576974,"[39516007, 39576974]"
39577878,"[39420769, 39577878]"
39578501,"[39467885, 39578501]"
39581664,[39581664]
39581976,"[39440179, 39560033, 39581976, 39656657, 39688545]"
39582745,"[39429370, 39511676, 39551064, 39582745, 39668962, 39670922]"
39583473,"[39583473, 39618822]"
39584654,"[39488836, 39534937, 39548410, 39584654, 39668962]"
39585207,"[39523495, 39526057, 39585207]"
39586828,"[39526057, 39534574, 39560862, 39586828, 39625919, 39673754, 39678783, 39696139]"
39587344,"[39587344, 39709991]"
39589483,"[39418386, 39427876, 39493770, 39530487, 39559966, 39589483, 39593647, 39641113, 39708957]"
39589924,[39589924]
39590666,"[39428880, 39435320, 39458264, 39466630, 39511477, 39532367, 39589924, 39590666, 39593256, 39606048, 39609997, 39631516, 39698546, 39706004]"
39591529,"[39439655, 39571308, 39591529, 39600810]"
39592444,"[39592444, 39662698]"
39592689,"[39530203, 39559318, 39592689]"
39593256,"[39573093, 39593256, 39643958, 39668053, 39701931]"
39593647,"[39530203, 39530487, 39559966, 39593647, 39637471, 39638836, 39704914, 39709991]"
39597030,"[39421090, 39429370, 39438908, 39519894, 39535969, 39548088, 39566732, 39597030, 39636470, 39653718, 39662721, 39692801]"
39597131,"[39430095, 39522734, 39583473, 39597131]"
39598189,[39598189]
39598903,[39598903]
39599958,"[39466630, 39487124, 39599958, 39651796]"
39600810,"[39524164, 39573093, 39600810]"
39601538,"[39561356, 39601538, 39691735]"
39602417,"[39471568, 39491863, 39523495, 39559966, 39598189, 39602417, 39662615, 39709991]"
39603087,[39603087]
39604590,[39604590]
39604600,"[39416543, 39526057, 39604600, 39673754, 39683455]"
39604745,"[39534574, 39559318, 39592689, 39604745, 39687132]"
39606048,"[39433451, 39447041, 39501061, 39557188, 39606048]"
39606464,"[39453660, 39604590, 39606464]"
39606885,"[39428609, 39444282, 39537448, 39592444, 39606885]"
39609336,"[39562467, 39609336]"
39609997,"[39577878, 39609997]"
39611484,"[39449748, 39462516, 39516927, 39559411, 39559966, 39602417, 39604600, 39611484, 39628842, 39647105]"
39612443,"[39522734, 39562986, 39597131, 39602417, 39612443]"
39614433,"[39421090, 39444282, 39457875, 39530113, 39537448, 39539252, 39592444, 39606885, 39614433]"
39615715,"[39417503, 39537543, 39603087, 39615715, 39656899]"
39618673,"[39418386, 39418412, 39589483, 39618673]"
39618822,[39618822]
39619041,"[39418283, 39471568, 39602417, 39606464, 39612443, 39619041]"
39620060,[39620060]
39620540,[39620540]
39622787,"[39523403, 39523813, 39525243, 39622787, 39712618]"
39623128,"[39547109, 39623128]"
39624842,"[39416543, 39436358, 39472693, 39624842]"
39625919,[39625919]
39626657,"[39474467, 39626657]"
39627443,"[39409653, 39627443]"
39628285,"[39421090, 39474467, 39511676, 39566732, 39582745, 39592444, 39606885, 39614433, 39626657, 39628285, 39675807]"
39628842,"[39415234, 39442429, 39449748, 39504981, 39511530, 39575803, 39628842]"
39629004,"[39430095, 39629004]"
39629044,"[39416543, 39420769, 39465485, 39471221, 39562986, 39568728, 39577878, 39623128, 39629044]"
39629225,"[39538425, 39629225]"
39630985,"[39452494, 39540738, 39545676, 39562467, 39630985]"
39631139,[39631139]
39631516,"[39488668, 39511477, 39631516]"
39633172,[39633172]
39635483,"[39408288, 39604745, 39635483]"
39635743,"[39408288, 39415234, 39427876, 39509379, 39509983, 39516927, 39522348, 39530203, 39559411, 39561356, 39568728, 39587344, 39615715, 39635743, 39696139]"
39636470,"[39620060, 39636470]"
39637471,"[39409535, 39637471]"
39637487,"[39585207, 39586828, 39633172, 39637487, 39696139]"
39638836,"[39522798, 39544286, 39637471, 39638836]"
39639125,"[39601538, 39639125]"
39640992,"[39420769, 39432876, 39449424, 39544498, 39548410, 39562986, 39601538, 39640992, 39676767, 39701358]"
39641113,"[39504981, 39522798, 39638836, 39641113, 39662615]"
39642920,"[39420769, 39624842, 39642920, 39662615]"
39643136,"[39420453, 39643136, 39688545]"
39643833,"[39462516, 39511714, 39561356, 39598903, 39643833, 39684027, 39690917, 39709089]"
39643958,[39643958]
39643981,"[39418412, 39618673, 39631139, 39643981]"
39647105,"[39559966, 39593647, 39647105]"
39647331,"[39465230, 39538800, 39647331]"
39650498,"[39562467, 39609336, 39650498]"
39651796,"[39603087, 39628285, 39651796, 39670922]"
39653718,"[39460148, 39653718]"
39656455,"[39523403, 39523813, 39530487, 39622787, 39656455, 39673589, 39712618]"
39656657,[39656657]
39656899,"[39593647, 39656899]"
39660592,"[39413972, 39417503, 39420453, 39501281, 39511676, 39531536, 39539252, 39551064, 39643136, 39660592, 39692801, 39706968]"
39662615,[]
39662698,[39662698]
39662721,[]
39666956,"[39472693, 39666956]"
39666993,"[39501073, 39511714, 39522348, 39562986, 39629044, 39640992, 39643833, 39666993]"
39668053,"[39478551, 39668053]"
39668962,"[39651796, 39668962]"
39669167,[39669167]
39670102,[39670102]
39670922,"[39439655, 39670922]"
39672450,"[39466630, 39487124, 39560862, 39593256, 39599958, 39672450]"
39673087,[39673087]
39673589,"[39523813, 39622787, 39673589]"
39673754,[39673754]
39675054,"[39420453, 39501982, 39512912, 39599958, 39675054, 39700256]"
39675249,"[39432876, 39446537, 39457875, 39465485, 39522734, 39529775, 39549194, 39549486, 39591529, 39597131, 39675249]"
39675807,"[39474467, 39600810, 39626657, 39651796, 39675807]"
39676767,"[39443679, 39470381, 39676767]"
39678532,"[39508257, 39563618, 39618673, 39643981, 39678532, 39702604]"
39678555,"[39508257, 39563618, 39589924, 39606464, 39618673, 39643981, 39678532, 39678555, 39702604]"
39678783,"[39498345, 39534574, 39571308, 39678783]"
39679787,"[39414532, 39483482, 39545676, 39635483, 39643136, 39656899, 39660592, 39679787, 39692801]"
39680997,"[39409650, 39589924, 39592689, 39609997, 39611484, 39635483, 39680997]"
39681920,"[39576974, 39681920]"
39683455,[39683455]
39684027,"[39471116, 39684027]"
39686585,[39686585]
39687132,[39687132]
39688545,[39688545]
39690363,"[39508046, 39512332, 39587344, 39627443, 39635743, 39690363]"
39690725,"[39467132, 39582745, 39653718, 39668962, 39690725]"
39690917,"[39686585, 39690917]"
39691735,"[39512332, 39523495, 39561021, 39561356, 39691735]"
39691808,"[39567597, 39589483, 39641113, 39642920, 39691808, 39708957]"
39692387,"[39479478, 39692387]"
39692801,[39692801]
39696139,[39696139]
39698398,"[39409653, 39465230, 39524164, 39627443, 39647331, 39698398]"
39698546,"[39428880, 39483482, 39698546]"
39699333,"[39409535, 39424688, 39427876, 39428409, 39436358, 39471221, 39472693, 39488836, 39522249, 39534937, 39549194, 39549486, 39560705, 39584654, 39624842, 39637487, 39640992, 39699333, 39706330]"
39700256,"[39443965, 39488668, 39535800, 39700256]"
39701358,"[39418283, 39494925, 39501073, 39532650, 39543291, 39701358]"
39701931,"[39452494, 39470381, 39668053, 39701931]"
39702479,[39702479]
39702568,"[39474909, 39523403, 39702568]"
39702604,"[39416602, 39702604]"
39704914,"[39525243, 39538425, 39647331, 39702568, 39704914]"
39705788,"[39444500, 39476304, 39669167, 39681920, 39705788]"
39706004,"[39428880, 39442273, 39486717, 39512912, 39571308, 39591529, 39653718, 39679787, 39698546, 39706004]"
39706330,"[39449424, 39562530, 39690363, 39706330]"
39706968,"[39413972, 39443679, 39551064, 39706968]"
39708957,"[39516007, 39547940, 39708957]"
39709089,"[39561021, 39681920, 39705788, 39709089]"
39709991,[]
39710454,"[39635743, 39710454]"
39712618,"[39673589, 39712618]"
